date,num_lessons,total_chars,total_errors,avg_wpm,total_keystrokes,avg_latency,ttfe,error_rate,avg_accuracy,rolling_7d_wpm,rolling_30d_wpm,rolling_7d_error_rate,rolling_30d_error_rate,rolling_7d_latency
2024-02-29,20,2325,128,214.47923473401246,2453,233.35897435897436,115.75,0.055053763440860215,0.9449462365591398,214.47923473401246,214.47923473401246,0.055053763440860215,0.055053763440860215,233.35897435897436
2024-03-01,31,3539,242,193.09035579212028,3781,259.52389705882354,90.35483870967742,0.06838089855891495,0.9316191014410851,203.78479526306637,203.78479526306637,0.06171733099988758,0.06171733099988758,246.44143570889895
2024-03-05,36,4152,249,205.60627365389925,4398,250.95102685624013,92.52777777777777,0.05997109826589595,0.940028901734104,204.39195472667734,204.39195472667734,0.06113525342189038,0.06113525342189038,247.94463275801266
2024-11-11,84,9667,469,237.89903727397376,10040,190.2235363690124,77.10714285714286,0.048515568428674875,0.9514844315713251,212.76872536350143,212.76872536350143,0.0579803321735865,0.0579803321735865,233.5143586607626
2024-11-12,43,4979,202,249.58706576121068,5122,195.76565874730022,87.48837209302326,0.040570395661779474,0.9594296043382206,220.1323934430433,220.1323934430433,0.05449834487122509,0.05449834487122509,225.9646186780701
2024-11-13,71,8091,309,261.84099896494894,8322,193.4116129032258,92.15714285714286,0.03819058212829069,0.9618094178717093,227.08382769669424,227.08382769669424,0.051780384414069354,0.051780384414069354,220.53911771559606
2024-11-14,58,6685,254,276.41715489917976,6874,182.40779014308427,75.93103448275862,0.03799551234106208,0.962004487658938,234.13144586847787,234.13144586847787,0.04981111697506831,0.04981111697506831,215.09178520523724
2024-11-15,61,7069,256,272.0683330792912,7261,185.89670014347203,82.86440677966101,0.03621445749045127,0.9637855425095487,242.35845991780343,238.87355676982955,0.04711978755358132,0.048111534539491185,208.31146031730833
2024-11-16,44,5069,225,256.3940125903777,5237,187.1345755693582,95.5,0.04438745314657724,0.9556125468534228,251.4018394604116,240.82027408322378,0.043692152494675944,0.04769774771805631,197.97012867595615
2024-11-17,43,4976,193,249.43501114598277,5122,205.68076109936575,81.74418604651163,0.038786173633440515,0.9612138263665595,257.6630876735664,241.6817477894997,0.040665734690039444,0.04680659030959473,191.50294785354552
2024-11-18,49,5608,186,271.8020576921617,5738,190.32993512511584,99.74468085106383,0.03316690442225392,0.9668330955777461,262.5063763047361,244.41995778065078,0.03847306840340788,0.045566618865291016,191.518147675846
2024-11-19,46,5231,204,258.6115262788616,5379,187.8549019607843,73.0,0.03899827948766966,0.9610017205123303,263.7955849501148,245.60258848883504,0.03824848037853506,0.04501925725048924,190.38803956348656
2024-12-01,49,5640,252,257.1840915318575,5836,191.4756421612046,91.08163265306122,0.04468085106382979,0.9553191489361702,263.13031245967323,246.49347333829826,0.03917566165504064,0.04499322600536159,190.1114723146264
2024-12-02,50,5733,209,280.8582284783031,5885,180.23854796888506,81.02,0.036455607884179314,0.9635443921158207,263.7647515424051,248.94809870544148,0.03895567530405738,0.044383396139562846,189.80158057545512
2024-12-03,48,5517,210,274.80228645082946,5675,184.29537366548044,77.4375,0.03806416530723219,0.9619358346927678,264.1553163097677,250.67171122180068,0.03921991927788323,0.04396211408407414,189.57281965002772
